,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,21,24,29,30,31,32,33,34,35,37,38,39,41,43,44,46,47,48,50,52,53,54,55,56,57,58,60,61,62,63,64,65,66,69,70,72,73,74,75,76,77,78,80,81,113,114,116,117,121,124,126,129,130,132,134,135,136,137,140,141,146,148,151,152,153,154,155,160,161,162,163,166,167,169,173,181,183,192,193,194,195,196,198,199,201,202,203,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,232,233,234,235,238,239,240,241,242,243,244,245,247,248,249,250,251,252,253,254,255,266,267,268,269,270,271,272,273,274,275,276
137,1818.515,2041.6199999999994,1252.95,756.9639999999997,1655.554,1794.799,1124.633,1239.764,1652.2040000000002,892.2529999999998,1483.715,472.31500000000005,1881.257,1590.4720000000002,1497.4130000000005,1329.386,2721.3949999999995,2663.6569999999997,1187.198,1566.3170000000005,1301.7119999999998,709.6919999999999,1682.4839999999995,827.5029999999999,1621.694,206.126,2338.087,846.1959999999999,1189.18,1092.82,1349.576,1371.508,1597.6189999999992,1737.1660000000002,2407.876000000001,2687.5379999999996,2112.352,1000.098,9879.948,1347.005,962.93,2413.9930000000004,3021.067000000001,2311.4390000000003,2771.9100000000003,1457.6380000000001,3685.1400000000003,963.3189999999998,2427.0560000000005,1687.1580000000004,6324.421000000003,2027.1249999999995,550.4529999999999,398.62000000000006,649.411,1450.9990000000003,1338.364,332.287,1765.4800000000002,463.89200000000005,922.188,1171.074,1243.2839999999999,1243.2839999999999,1674.5449999999996,2187.9900000000002,1818.515,1526.4089999999997,1416.1519999999998,2378.415000000001,4461.152999999998,935.6809999999999,2460.4770000000003,,1901.6510000000003,2481.4809999999998,1545.2549999999999,4418.5650000000005,1395.8950000000002,949.3129999999998,1698.54,1674.5449999999998,1714.1929999999998,804.7529999999999,1004.5080000000002,364.76400000000007,2080.092,1190.1380000000001,1230.3469999999998,2271.61,1645.515,710.7660000000002,1209.9150000000002,1161.6309999999999,1023.697,1551.8839999999996,744.9190000000002,1482.381,1303.492,1299.482,1327.9969999999996,1800.23,1795.9859999999996,566.442,1614.9019999999998,1318.5759999999996,155.286,1780.808,1881.257,153.64499999999998,1738.8210000000008,1209.023,1700.8929999999998,1690.145,1521.8919999999994,938.0200000000002,1103.3080000000002,2007.1340000000002,968.743,851.671,1744.5099999999998,940.1950000000003,1191.4879999999998,1602.0559999999996,1364.2479999999998,2069.0550000000003,1947.4309999999994,3017.2679999999996,1381.1729999999993,77.795,904.615,759.3569999999999,2705.016,1141.3819999999998,373.303,695.0999999999999,827.5029999999998,939.443,1792.6699999999998,1289.9329999999998,1476.1809999999998,1985.5279999999996,1796.01,1698.54,3221.604,1344.3929999999998,851.671,431.8909999999999,2607.1760000000004,2522.9089999999997,1962.06,2034.1469999999997,1299.482,1652.204,872.244,2972.638000000001,1471.0949999999998,1478.5059999999999,1929.6469999999997,2030.7239999999997,1565.8919999999998
140,2389.063,1575.0049999999999,2283.322,1358.4440000000002,2226.102,1954.9579999999999,1825.0870000000002,1728.5649999999998,2222.7520000000004,1239.771,2924.3409999999985,1619.7510000000002,2451.8050000000003,2161.0200000000004,2300.5160000000005,2132.4890000000005,2606.7749999999996,2797.7249999999995,1588.9329999999998,2445.626000000001,2514.0730000000017,1715.825,2084.219,2653.4900000000007,3062.319999999999,2004.0670000000005,2384.022,1613.2540000000001,1590.9149999999997,1377.664,1589.6089999999997,1580.7319999999997,1999.354,2307.714000000001,3447.718999999999,2464.333999999999,884.0380000000001,2002.0940000000003,8177.515000000004,1835.8060000000003,1675.8570000000002,862.719,1475.845,736.266,3559.691999999999,461.724,2176.3230000000003,1235.709,3466.8989999999994,2540.1710000000003,7162.109,2161.1929999999993,1378.819,1530.277,1769.889,2021.5469999999998,1830.1300000000003,2344.030000000001,2601.768,1460.871,2166.3330000000005,2173.0699999999997,1732.0849999999998,1732.0849999999998,1834.704,2589.7250000000004,2389.063,1475.528,1250.593,527.382,3837.258,1648.608,2101.902,1901.6510000000003,,2883.2159999999994,995.3340000000001,2873.342999999999,3681.0750000000016,2775.300000000001,1698.0759999999996,1834.704,2284.741,2760.1430000000014,1082.383,1599.3429999999998,528.8180000000001,1379.4830000000002,1376.3590000000002,2950.131999999999,2515.8150000000005,1323.0810000000001,709.054,1563.366,1512.498,1953.6189999999997,1288.928,868.222,2586.507000000001,2582.4970000000008,2341.070000000001,2370.778,2197.721,2006.7889999999995,2467.915000000001,2331.6490000000013,1788.9279999999997,2351.3559999999998,2451.804999999999,1973.3289999999997,1826.7890000000007,1610.758,2102.628,2260.6929999999998,1496.7179999999998,1207.0200000000002,1012.632,879.1909999999997,1254.5270000000003,1224.8920000000003,2146.245,1250.7130000000004,1593.223,2003.7909999999997,1765.983,2842.705999999999,2349.1660000000006,3801.3660000000004,2394.246000000001,1929.1549999999997,2674.977,2585.344000000001,2141.252,1630.183,2199.2900000000004,2521.087000000001,2653.490000000001,1118.175,1952.829,1691.668,1877.916,2387.2630000000004,1051.0119999999997,1698.0759999999996,4361.897000000001,2357.4660000000003,1224.8920000000003,1465.0239999999997,2239.0919999999996,2924.6439999999993,1886.4799999999996,2162.416999999999,2582.4970000000008,2222.752,1295.8480000000002,1789.1229999999994,1872.83,1880.241,2331.3820000000005,2164.791999999999,1743.2179999999998
141,1246.59,1828.6000000000004,1181.705,1850.9210000000003,1061.2529999999997,1502.124,1336.775,1340.746,1057.9029999999998,1812.8900000000003,1288.701,2027.851,951.092,994.7119999999999,768.795,936.822,1619.9080000000001,1562.17,1354.435,3727.935999999999,3791.999999999999,1914.5610000000004,888.1610000000001,1999.404,961.416,2701.3819999999996,1236.6000000000001,1811.9900000000002,1356.4170000000001,1499.5310000000002,1251.191,1400.9230000000002,883.8620000000001,1165.2409999999998,1497.509,1586.051,2316.361,1531.804,10363.083999999993,1250.0829999999999,1733.4470000000001,3202.458999999999,3240.2339999999995,2911.91,1440.103,2537.5299999999997,3889.1490000000003,1769.0390000000002,1516.6889999999999,1135.241,4960.219999999999,925.638,2046.509,2199.362,1591.9330000000004,1069.7399999999998,1595.6320000000003,2827.5429999999988,651.5580000000001,2128.561,1406.1460000000002,1061.949,1337.226,1337.226,1571.933,293.491,1246.59,1931.1090000000004,1781.7700000000002,3166.8809999999994,3760.8730000000005,1706.198,1358.99,2481.4809999999998,2883.2159999999994,,2017.6200000000003,4637.732000000001,2567.9429999999998,2121.3609999999994,1779.7310000000002,1571.9330000000002,1119.8919999999998,2811.4759999999987,1947.5420000000008,2131.592,2833.8350000000005,1482.4660000000003,1534.5030000000002,66.916,3798.125,1867.293,2304.7580000000007,1328.8680000000002,1501.1350000000002,931.5470000000003,1901.446,2082.8520000000003,3864.4339999999997,3860.4239999999995,3623.3799999999997,1228.305,685.4950000000002,1872.4509999999998,905.179,3613.959,2416.761,885.239,951.0920000000001,2670.6440000000007,1820.012000000001,1272.458,799.3820000000002,944.7560000000001,3126.1930000000007,1793.475,1870.5840000000007,2607.6050000000005,1750.652,1870.7479999999998,739.1320000000002,1745.915,1358.7250000000001,888.2990000000002,1117.2330000000002,240.452,997.4820000000003,1685.461,3676.5559999999996,2472.181000000001,1863.8349999999998,1938.9789999999998,1603.5290000000005,1481.4500000000003,2249.309,2052.7650000000003,1999.5509999999995,2258.8180000000007,1470.0980000000002,1191.5480000000002,1005.3000000000003,884.0410000000003,2060.6710000000003,1779.7310000000002,2311.237,3639.775999999999,1870.7479999999998,2132.7140000000004,1505.6890000000003,41.428,1183.3350000000003,932.6600000000004,3860.4239999999995,1057.903,1749.249,3342.9350000000013,1125.7900000000002,1007.6250000000003,819.1560000000002,929.2370000000004,1665.64
146,1523.4669999999999,733.8340000000001,1417.7259999999999,834.6890000000001,1360.5059999999999,894.237,959.491,862.969,1357.1559999999997,747.2230000000001,2186.8509999999997,1091.6250000000002,1586.2089999999998,1295.424,1434.9199999999998,1266.8929999999998,1815.0180000000003,2073.826,723.3370000000001,2711.7039999999997,2775.768,978.3350000000003,1218.6230000000003,2073.202999999999,2324.8299999999995,1655.5249999999999,1660.1230000000003,875.7640000000001,725.3190000000001,512.0680000000001,674.3470000000002,650.3140000000002,1133.758,1442.1180000000002,2582.122999999999,1637.8259999999996,768.5670000000002,1264.604,8418.828,970.21,938.3670000000002,1258.2029999999997,1677.2820000000002,967.6540000000001,2694.0959999999986,781.8160000000001,2341.355,609.0270000000003,2601.3029999999994,1674.5749999999998,6296.513000000001,1437.294,1030.277,1181.735,1032.3990000000001,1155.951,964.5340000000001,1781.686,1736.1719999999998,1112.3290000000002,1428.843,1435.58,866.489,866.489,773.9830000000001,1724.1290000000004,1523.4669999999999,487.5530000000001,342.185,1222.6249999999998,3282.6269999999995,911.1180000000002,1260.731,1545.2549999999999,995.3340000000001,2017.6200000000003,,3074.7799999999993,2641.5950000000003,2195.013,741.0239999999998,773.983,1419.1449999999998,2257.8559999999998,603.1880000000001,1195.3659999999995,889.5789999999998,464.22099999999995,445.94100000000003,2084.536,2781.893,851.0609999999999,924.6309999999996,697.7700000000001,646.9020000000002,1088.023,885.2139999999999,263.111,2848.2019999999998,2844.1919999999996,2607.148,1505.182,1332.125,1269.2989999999998,1602.3189999999997,2597.7270000000003,1440.386,1485.76,1586.209,1624.787,766.0679999999998,745.1620000000001,1237.0320000000002,1395.097,1880.6190000000001,637.716,526.23,663.3489999999999,590.2090000000001,773.3010000000002,1280.6490000000001,676.044,587.962,1138.195,900.3870000000002,1977.1100000000001,1250.823,2935.77,2660.3240000000005,1535.9549999999995,1937.4870000000003,2012.6310000000003,1346.893,764.5870000000002,1642.5800000000002,1964.3769999999997,2073.203,1242.5859999999998,892.1079999999998,826.0720000000002,1012.3200000000002,1521.667,310.986,741.0239999999998,3496.3010000000004,2623.5439999999994,773.3010000000002,1116.482,1279.13,2059.0480000000002,1162.5810000000001,1438.518,2844.1919999999996,1357.156,733.0169999999998,1628.853,787.184,1014.6450000000002,1465.786,1440.8929999999998,575.952
148,4524.883000000001,3142.9219999999996,4419.142000000001,3707.9989999999993,4361.922000000001,3522.874999999999,3960.9069999999997,3864.3849999999993,4358.572000000001,3620.5329999999994,5060.161000000001,3964.935,4587.625000000001,4296.840000000001,4436.336,4268.309,3965.5229999999997,4655.183999999999,3724.7529999999992,5285.056000000003,5353.503000000003,3851.6449999999995,4220.039,4946.513000000001,5198.140000000001,4528.835000000001,3951.938999999999,3749.0739999999996,3726.734999999999,3513.483999999999,3725.428999999999,3523.673999999999,4135.174000000001,4443.534000000001,5583.539000000002,3823.0819999999994,2337.428999999999,4137.914000000001,7153.016999999998,3971.6259999999997,3811.6769999999997,2227.515999999999,1430.3909999999996,2339.873999999999,5314.208000000001,3255.8969999999995,979.5080000000002,3482.3369999999995,5602.719000000002,4675.991000000001,8916.625000000004,3729.1099999999988,3903.5869999999995,4055.045,3905.709,4157.367,3965.95,4654.996000000001,4737.588000000001,3985.6389999999997,4302.153000000001,4308.890000000001,3867.9049999999993,3867.9049999999993,3402.6209999999996,4344.241000000001,4524.883000000001,3043.4449999999993,3153.7019999999998,2309.626999999999,4976.001000000002,3784.4279999999994,3905.5699999999997,4418.5650000000005,2873.342999999999,4637.732000000001,3074.7799999999993,,5514.904999999997,5068.3229999999985,3265.993,3402.621000000001,4420.561000000001,5599.5729999999985,3476.498,4068.676,2409.911,3515.303,3512.179,4704.648000000002,5355.245,3724.371,3503.227,3699.1859999999997,3648.3179999999998,4089.4389999999994,3758.524,3115.0509999999995,5425.936999999999,5421.926999999999,5180.499999999998,4506.598000000001,3952.2370000000005,4142.609,4603.735,5171.078999999999,4313.696,4487.176,4587.625000000001,4498.097,3394.7060000000015,3746.5779999999995,4238.448,4396.513000000001,4336.148,3511.026,3399.5400000000004,2430.9360000000006,3463.519,3665.364,4282.065,3549.354,3729.0429999999997,4139.611,3901.8029999999994,4597.222000000002,3795.1560000000004,5555.882,5233.675999999997,4409.264999999999,4810.796999999999,4885.940999999998,3499.9999999999995,3766.0029999999997,4515.889999999999,4837.686999999998,4946.512999999997,3912.347999999999,3520.746000000001,3827.4879999999994,4013.7359999999994,3804.585,2810.8179999999998,3265.993,6116.4130000000005,5196.895999999999,3665.364,3989.7920000000004,3597.8399999999992,4679.160000000001,3454.3970000000004,3730.3340000000003,5421.926999999999,4358.572,3606.327,2095.272,4008.649999999999,4016.0609999999992,3985.732000000001,3732.7090000000003,3311.1350000000007
151,2153.4349999999986,3137.9600000000005,1560.3660000000002,2025.8619999999999,1990.4739999999995,2891.1390000000006,1831.8449999999991,1940.8479999999993,1987.1239999999996,2161.151,1465.506,1690.043,2216.1769999999988,1925.3919999999996,1832.332999999999,1664.3059999999994,3817.735000000001,3759.9970000000008,2134.864999999999,2167.6389999999983,1914.3019999999992,1744.9929999999997,2778.824000000001,628.2400000000001,1603.485,1217.93,3434.427,1815.1089999999992,2136.846999999999,2189.159999999999,2445.9159999999993,2467.8479999999995,2693.9590000000007,2072.0859999999993,2389.6669999999995,3783.878000000001,3208.6920000000005,1549.4060000000002,10858.952999999998,1833.6069999999993,1800.2949999999994,3698.328000000001,4117.407000000002,3407.779,2753.701,2726.536,4781.479999999999,2195.2359999999985,2408.8469999999993,2022.0779999999997,5779.053000000005,3123.4649999999997,1824.5489999999998,1660.4959999999999,1684.7120000000002,1785.9189999999992,2186.329999999999,1354.3109999999997,1870.0349999999992,1771.418,1535.236,1557.918,1937.3279999999993,1937.3279999999993,2770.885000000001,2316.6829999999995,2153.4349999999986,2622.7490000000003,2512.492,3662.7500000000005,5557.492999999996,1866.3219999999994,3556.8170000000005,1395.8950000000002,3681.0750000000016,2567.9429999999998,2641.5950000000003,5514.904999999997,,459.467,2794.8800000000015,2770.884999999999,2049.113,931.8,2273.4060000000004,1648.1909999999998,3329.704,2286.4779999999996,2326.6870000000004,2606.5299999999997,2381.0370000000003,1979.664,2478.812999999999,2257.9709999999995,2021.0010000000004,2648.2239999999993,2013.817,2578.721,1919.0529999999997,1915.0429999999997,2013.5209999999993,2135.1499999999996,2892.325999999999,1601.743,1949.8219999999997,2036.2919999999992,1486.1829999999998,2115.7279999999996,2216.1769999999988,1197.7839999999999,2835.1610000000023,2305.3629999999994,2797.2329999999993,2025.0649999999998,2875.141000000002,2219.6719999999996,2366.4530000000004,3103.474,2176.849,2120.569,2840.849999999999,2172.112,2287.8279999999995,2698.3959999999993,2460.5879999999993,2403.9749999999995,3043.7709999999993,2999.0589999999997,2010.9279999999994,1350.8749999999998,850.0140000000001,636.5379999999999,3801.3559999999993,2038.835,970.618,713.3859999999999,628.2399999999999,2208.341000000001,2889.009999999999,2386.2729999999992,2572.5209999999993,3081.8679999999995,2892.35,2794.8800000000015,3203.395,2099.3109999999992,2120.569,1734.3789999999997,3703.5159999999996,2609.2239999999997,3058.399999999999,3130.4869999999987,1915.0429999999997,1987.1239999999998,1994.1479999999995,4068.9780000000014,2567.434999999999,2574.845999999999,3025.986999999999,3127.063999999999,2662.232
152,1706.8529999999994,2691.378,1113.784,1630.6129999999996,1543.8919999999996,2444.5570000000002,1385.2629999999992,1494.2659999999994,1540.5419999999997,1765.9019999999994,1018.924,1243.461,1769.5949999999996,1478.8099999999995,1385.750999999999,1217.7239999999995,3371.1530000000007,3313.4150000000004,1688.2829999999992,1880.8580000000002,1627.5210000000002,1298.4109999999998,2332.2420000000006,181.658,1156.903,772.037,2987.845,1368.5269999999994,1690.2649999999992,1742.5779999999995,1999.3339999999996,2021.2659999999996,2247.3770000000004,1625.5039999999995,1943.0849999999998,3337.2960000000007,2762.11,1102.8240000000003,10412.370999999997,1387.0249999999992,1353.7129999999993,3251.7460000000005,3670.825000000001,2961.1969999999997,2307.1189999999997,2331.2870000000003,4334.898,1748.6539999999993,1962.2649999999996,1575.4959999999996,5760.797000000005,2676.8829999999994,1377.9669999999999,1272.2689999999998,1238.13,1339.3369999999993,1739.7479999999996,908.4179999999998,1423.4529999999993,1324.8359999999998,1088.654,1111.336,1490.7459999999994,1490.7459999999994,2324.303000000001,1870.1009999999997,1706.8529999999994,2176.167,2065.91,3216.168,5110.910999999997,1419.7399999999996,3110.235,949.3129999999998,2775.300000000001,2121.3609999999994,2195.013,5068.3229999999985,459.467,,2348.2979999999993,2324.302999999999,1602.5309999999995,690.1150000000001,1878.1570000000004,1201.6090000000004,2883.1219999999994,1839.8959999999993,1880.1049999999989,2159.948,2094.2559999999994,1584.415,2083.5640000000003,1811.3889999999992,1574.4189999999999,2201.6419999999994,1618.568,2132.138999999999,1632.2719999999993,1628.2619999999993,1726.7399999999989,1688.5679999999998,2445.7439999999992,1155.161,1503.2399999999996,1749.5109999999988,1039.6009999999999,1669.1459999999997,1769.5949999999998,751.202,2388.579,1858.7809999999993,2350.6509999999994,1578.4829999999997,2384.1340000000014,1773.0899999999992,1919.8709999999994,2656.8919999999994,1730.2669999999994,1725.3200000000002,2394.267999999999,1725.5299999999993,1841.2459999999992,2251.8139999999994,2014.0059999999992,1957.3930000000003,2597.189,2552.476999999999,1724.146999999999,904.293,403.432,189.95600000000002,3354.774,1592.2529999999995,524.036,266.804,181.65800000000002,1813.0919999999999,2442.427999999999,1939.6909999999991,2125.9389999999994,2635.2859999999996,2445.767999999999,2348.2979999999993,2756.8129999999996,1812.5299999999995,1725.3200000000002,1287.7970000000003,3256.934,2162.642,2611.8179999999993,2683.9049999999993,1628.2619999999993,1540.5419999999997,1547.5659999999996,3622.3960000000006,2120.852999999999,2128.263999999999,2579.4049999999997,2680.4819999999995,2215.6499999999987
153,1604.384,564.165,1498.643,1092.3609999999999,1441.423,328.052,1114.6910000000003,943.8860000000001,1438.0729999999999,1004.895,2175.4600000000005,1244.91,1667.126,1376.341,1515.837,1347.81,1248.833,1507.641,632.8220000000001,2969.3760000000016,3033.440000000002,1131.6200000000001,719.6490000000001,2226.4879999999994,2242.3309999999997,1913.197,1093.938,1029.0490000000002,634.8040000000002,644.9110000000002,538.092,388.36,759.4890000000001,1523.035,3043.658,1039.9019999999998,944.6219999999998,1314.047,8801.929999999998,1051.1270000000002,960.131,1695.5459999999998,1868.495,1350.756,2456.207,1438.6989999999998,2517.41,986.4689999999998,2960.034,1755.4920000000002,6058.623999999999,871.109,1287.9489999999998,1439.4070000000002,1185.684,1236.8679999999997,874.019,2039.358,1932.473,1370.0010000000002,1478.286,1378.74,947.4060000000001,947.4060000000001,207.798,1486.2400000000002,1604.384,326.217,398.839,1698.6319999999998,2800.2440000000006,932.8820000000001,711.793,1698.54,1698.0759999999996,1779.7310000000002,741.0239999999998,3265.993,2794.8800000000015,2348.2979999999993,,207.798,1500.0619999999994,2515.5280000000007,980.6299999999999,1348.6509999999998,1272.6809999999998,520.225,468.193,1846.647,3039.565,1108.733,1337.8460000000002,607.2550000000001,727.8189999999998,713.7540000000002,1142.886,919.994,3105.874,3101.8639999999996,2864.8199999999997,1586.0989999999997,1094.2359999999999,1422.584,1683.2359999999994,2855.399,1698.058,1566.6769999999997,1667.1259999999997,1882.459,69.22,550.845,862.7630000000004,1476.0139999999997,2367.6330000000003,1015.1579999999999,903.6719999999999,923.0970000000002,967.651,1062.7530000000002,1147.873,933.7160000000001,585.0079999999999,763.9260000000003,612.803,1739.221,684.638,2697.8809999999994,2917.996,1689.2399999999998,2090.7720000000004,2165.9160000000006,748.969,759.8370000000001,1795.8650000000005,2117.6620000000003,2226.4880000000007,1500.2579999999998,325.923,597.735,638.0510000000002,946.584,584.1590000000001,0.0,3258.412,2881.215999999999,1062.7530000000002,1374.154,681.879,1821.159,596.396,872.3330000000001,3101.8639999999996,1438.0729999999996,990.689,1794.496,547.6400000000001,635.7260000000001,1127.731,874.7080000000001,270.06899999999996
154,1570.764,589.4279999999999,1465.023,1043.9850000000001,1407.8029999999999,120.254,1081.0710000000001,910.2660000000001,1404.4529999999997,1005.954,2141.84,1220.915,1633.5059999999999,1342.721,1482.2169999999999,1314.1899999999998,1041.035,1299.843,547.4989999999999,2920.9999999999986,2985.063999999999,1107.6249999999998,585.094,2202.4929999999995,2034.5329999999997,1894.4459999999997,886.1400000000001,1005.0540000000001,549.481,609.9330000000001,452.769,303.037,624.9340000000001,1489.415,2835.8599999999997,1007.1779999999999,1081.25,1280.427,8938.557999999997,1017.5070000000001,926.511,1832.1740000000002,2005.1230000000003,1487.3840000000005,2248.4089999999997,1575.3270000000002,2654.0380000000005,879.739,2752.236,1721.872,5850.826,663.3109999999999,1239.5729999999999,1392.4260000000002,1161.6889999999999,1203.2479999999996,788.6959999999999,2020.6069999999997,1724.675,1321.6250000000002,1444.666,1345.1200000000001,913.7860000000001,913.7860000000001,0.0,1278.4420000000002,1570.764,359.176,431.798,1835.2600000000002,2825.5070000000005,899.262,780.117,1674.5449999999998,1834.704,1571.9330000000002,773.983,3402.621000000001,2770.884999999999,2324.302999999999,207.798,,1466.4419999999996,2496.7770000000005,873.9000000000001,1324.6559999999995,1409.3089999999997,485.247,433.21500000000003,1638.849,2991.1890000000003,1060.357,1231.116,521.932,694.199,579.1990000000001,1094.51,1056.6219999999998,3057.498,3053.488,2816.444,1552.4789999999998,886.4379999999999,1398.5889999999997,1649.6159999999995,2807.023,1609.8249999999996,1533.0569999999998,1633.5059999999999,1863.7079999999996,248.079,465.52199999999993,728.2080000000002,1442.3939999999998,2319.2570000000005,908.428,796.942,1059.7250000000001,860.921,1063.8120000000001,940.0749999999998,898.738,499.685,629.3710000000001,478.24799999999993,1531.423,476.84000000000003,2490.0829999999996,2869.62,1665.2449999999994,2066.7770000000005,2141.9210000000007,774.2320000000001,674.514,1771.8700000000001,2093.667,2202.493000000001,1451.8819999999998,118.125,512.412,503.49600000000004,738.786,720.7870000000003,207.798,3050.614,2832.8399999999992,1063.8120000000001,1325.778,707.142,1613.361,388.59799999999996,664.5350000000001,3053.488,1404.4529999999997,942.3129999999999,1931.1240000000003,413.085,501.17100000000005,919.9329999999999,666.9100000000001,303.028
155,375.50300000000004,1937.6009999999997,663.0219999999999,1247.8949999999998,58.638999999999996,1586.6959999999997,818.0920000000001,556.176,124.489,1209.8639999999998,1339.8389999999997,1342.3099999999997,423.264,156.99599999999998,545.261,416.225,2513.292,2455.5539999999996,812.4010000000001,3124.9099999999994,3188.9739999999997,1038.241,1474.3809999999996,1480.7209999999998,1134.4859999999999,1934.0939999999996,2129.984,948.7840000000001,810.419,933.951,1141.473,1163.405,1389.5159999999996,294.154,1670.579,2479.4349999999995,2114.3480000000004,1013.121,9764.609,656.3770000000001,801.695,2603.984,3023.063,2313.435,1687.196,1939.0549999999996,3687.1359999999995,1166.0129999999997,1689.7589999999998,877.541,5133.290000000001,1819.0219999999997,1443.4829999999997,1513.8209999999997,1073.25,263.19399999999996,850.878,2060.2549999999997,824.628,1525.5349999999999,887.4630000000001,543.119,552.6560000000001,552.6560000000001,1466.4419999999996,1014.428,375.50300000000004,1422.3899999999999,1312.1329999999998,2568.406,4253.049999999999,801.5440000000001,2252.374,1714.1929999999998,2284.741,1119.8919999999998,1419.1449999999998,4420.561000000001,2049.113,1602.5309999999995,1500.0619999999994,1466.4419999999996,,2292.6459999999993,1349.0670000000002,1446.0509999999995,2235.36,982.0349999999997,1031.8689999999997,1158.626,3195.099,1264.2669999999998,1706.2830000000006,953.5279999999998,790.305,1343.7809999999995,1298.4199999999998,1484.3770000000002,3261.408,3257.3979999999997,3020.354,357.218,1587.8829999999996,1353.6209999999999,728.606,3010.933,1731.2199999999996,322.81499999999994,423.26399999999995,2096.4379999999996,1540.3430000000008,1000.9199999999998,1492.7899999999997,232.15200000000002,2523.167000000001,1190.4489999999998,1272.1090000000002,2009.1300000000003,1147.626,1267.722,1536.4069999999997,1142.889,983.3849999999998,1393.9529999999995,1156.1449999999998,931.0589999999999,1739.3279999999993,1932.5540000000005,3073.5299999999997,1696.6770000000004,1345.0049999999999,1420.149,2496.913,703.3829999999999,1730.4789999999998,1533.9350000000004,1480.7209999999995,1655.7919999999997,1584.5669999999998,1081.8299999999997,1268.0779999999997,1777.4249999999995,1798.006,1500.062,2484.3070000000002,3036.749999999999,1267.722,1529.6879999999999,2399.0730000000003,1161.32,1753.9569999999999,1826.0439999999996,3257.3979999999997,124.489,1146.223,2974.634000000001,1262.9919999999997,1270.4029999999998,1721.5439999999996,1822.6209999999996,1362.337
160,2396.9679999999994,3032.6040000000007,1803.8990000000003,1461.711,2234.0069999999996,2617.031000000001,1946.8649999999996,2061.9959999999996,2230.6569999999997,1596.9999999999998,1709.0390000000002,1294.5469999999998,2459.7099999999996,2168.9249999999997,2075.8659999999995,1907.8389999999997,3543.6270000000004,3485.8890000000006,2009.4299999999996,1246.7069999999997,993.3699999999999,1530.287,2504.7160000000003,871.773,1847.0180000000003,607.7029999999999,3160.319000000001,1668.4279999999997,2011.4119999999996,1913.032,2171.808,2193.7399999999993,2419.851,2315.618999999999,2633.199999999999,3509.7700000000004,2824.9530000000004,1792.9390000000005,10312.265000000005,2077.1399999999994,1785.1619999999996,3588.9490000000014,4202.075,3462.496000000002,2997.233999999999,2380.8710000000005,4902.552999999999,1668.0659999999996,2652.3799999999987,2265.6109999999994,6450.912000000006,2849.3570000000004,1255.2,1096.345,1470.006,2029.4519999999995,2160.596,521.6669999999999,2113.5679999999998,1215.0290000000002,1778.7690000000002,1801.4510000000002,2065.5159999999996,2065.5159999999996,2496.7770000000005,2560.2159999999994,2396.9679999999994,2346.7160000000003,2236.459,3276.3350000000023,5644.6,1757.9129999999998,3282.709000000001,804.7529999999999,2760.1430000000014,2811.4759999999987,2257.8559999999998,5599.5729999999985,931.8,690.1150000000001,2515.5280000000007,2496.7770000000005,2292.6459999999993,,1709.2550000000006,1186.9960000000005,3255.0480000000007,2012.37,2047.3349999999998,2850.062999999999,1460.1050000000002,1413.876,1748.0080000000003,1983.8629999999998,1845.929,2374.116,1448.029,2194.982,998.1210000000002,994.1110000000002,1092.589,2378.6829999999995,2618.218,1388.6740000000004,2193.3549999999996,1115.36,875.4800000000001,2359.2609999999995,2459.7099999999987,677.7130000000001,2555.8090000000016,2031.2549999999999,2523.125,2268.5979999999995,1954.2089999999994,1642.767,1808.0550000000003,2719.735,1673.4900000000002,1556.4180000000003,2566.7419999999997,1644.942,2013.7199999999998,2424.288,2186.48,2647.507999999999,2769.663,3242.592,1089.996,925.4000000000001,1093.547,880.0709999999998,3527.248,1963.614,1031.7590000000002,956.9189999999998,871.7729999999998,1383.859,2614.9019999999996,2112.165,2298.413,2807.76,2508.611,2515.5280000000007,3446.9280000000003,1178.3790000000001,1556.4180000000003,1178.7720000000002,3429.4080000000004,2852.756999999999,2784.292,2856.3789999999995,994.1110000000002,2230.6569999999997,1576.9910000000002,3685.2390000000014,2293.3269999999998,2300.738,2751.879,2852.9559999999997,2412.487
